,協和#1,協和#2,協和#3,協和#4,台中#1,台中#2,台中#3,台中#4,台中#5,台中#6,台中#7,台中#8,台中#9,台中#10,台中Gas1&2,台中Gas3&4,南部CC#1,南部CC#2,南部CC#3,南部CC#4,烏來&桂山&粗坑,桂山發電廠,桂山發電廠.1,桂山發電廠.2,桂山發電廠.3,翡翠#1,桂山發電廠.4,林口#1,林口#2,麥寮#1,麥寮#2,麥寮#3,國光#1,星彰#1,星元#1,嘉惠#1
2016/12/23 10:20,0.27296664091,0.27296664091,0.27296664091,0.27296664091,-5.94525168495,-5.94525168495,-5.94525168495,-5.94525168495,-5.94525168495,-5.94525168495,-5.94525168495,-5.94525168495,-5.94525168495,-5.94525168495,-5.94525168495,-5.94525168495,-4.25699873334,-4.25699873334,-4.25699873334,-4.25699873334,6.11343666878,6.11343666878,6.11343666878,6.11343666878,6.11343666878,6.11343666878,6.11343666878,-0.247357392744,-0.247357392744,2.93926425686,2.93926425686,2.93926425686,-1.67805283682,-1.00196783851,-1.03460610232,1.96301730834
2016/12/23 10:30,2.90790941822,2.90790941822,2.90790941822,2.90790941822,-6.6002135884,-6.6002135884,-6.6002135884,-6.6002135884,-6.6002135884,-6.6002135884,-6.6002135884,-6.6002135884,-6.6002135884,-6.6002135884,-6.6002135884,-6.6002135884,-4.8380363807,-4.8380363807,-4.8380363807,-4.8380363807,5.89782467928,5.89782467928,5.89782467928,5.89782467928,5.89782467928,5.89782467928,5.89782467928,-1.24700057804,-1.24700057804,2.32722820441,2.32722820441,2.32722820441,-1.28523054236,-1.26552045098,-1.29114768734,4.36935476201
2016/12/23 10:40,3.61343212976,3.61343212976,3.61343212976,3.61343212976,-8.03631733107,-8.03631733107,-8.03631733107,-8.03631733107,-8.03631733107,-8.03631733107,-8.03631733107,-8.03631733107,-8.03631733107,-8.03631733107,-8.03631733107,-8.03631733107,-6.02512310541,-6.02512310541,-6.02512310541,-6.02512310541,5.04567258883,5.04567258883,5.04567258883,5.04567258883,5.04567258883,5.04567258883,5.04567258883,-1.62873410957,-1.62873410957,2.07587661358,2.07587661358,2.07587661358,-1.86586447601,-1.04623255338,-1.08016286991,6.01031291816
2016/12/23 10:50,-0.562830740545,-0.562830740545,-0.562830740545,-0.562830740545,-8.11342553545,-8.11342553545,-8.11342553545,-8.11342553545,-8.11342553545,-8.11342553545,-8.11342553545,-8.11342553545,-8.11342553545,-8.11342553545,-8.11342553545,-8.11342553545,-5.68098092751,-5.68098092751,-5.68098092751,-5.68098092751,5.87164155095,5.87164155095,5.87164155095,5.87164155095,5.87164155095,5.87164155095,5.87164155095,-1.69533813115,-1.69533813115,2.49213567989,2.49213567989,2.49213567989,-1.61668664195,-1.3438754965,-1.25796390232,5.36373841782
2016/12/23 11:00,-5.55360599205,-5.55360599205,-5.55360599205,-5.55360599205,-6.78309150495,-6.78309150495,-6.78309150495,-6.78309150495,-6.78309150495,-6.78309150495,-6.78309150495,-6.78309150495,-6.78309150495,-6.78309150495,-6.78309150495,-6.78309150495,-4.78819522422,-4.78819522422,-4.78819522422,-4.78819522422,4.950545981,4.950545981,4.950545981,4.950545981,4.950545981,4.950545981,4.950545981,-1.66742959647,-1.66742959647,1.66126315788,1.66126315788,1.66126315788,-2.19197166811,-1.77997018266,-1.69845221167,4.99558946513
2016/12/23 11:10,-4.01497582717,-4.01497582717,-4.01497582717,-4.01497582717,-7.56416590563,-7.56416590563,-7.56416590563,-7.56416590563,-7.56416590563,-7.56416590563,-7.56416590563,-7.56416590563,-7.56416590563,-7.56416590563,-7.56416590563,-7.56416590563,-4.71882211441,-4.71882211441,-4.71882211441,-4.71882211441,4.77804884998,4.77804884998,4.77804884998,4.77804884998,4.77804884998,4.77804884998,4.77804884998,-2.52957801244,-2.52957801244,0.928627397885,0.928627397885,0.928627397885,-2.99890750022,-1.74948856394,-1.7138538858,4.12518203121
2016/12/23 11:20,-4.74057740821,-4.74057740821,-4.74057740821,-4.74057740821,-6.67464749701,-6.67464749701,-6.67464749701,-6.67464749701,-6.67464749701,-6.67464749701,-6.67464749701,-6.67464749701,-6.67464749701,-6.67464749701,-6.67464749701,-6.67464749701,-4.02666670624,-4.02666670624,-4.02666670624,-4.02666670624,5.15561678708,5.15561678708,5.15561678708,5.15561678708,5.15561678708,5.15561678708,5.15561678708,-3.02655247535,-3.02655247535,1.03616765024,1.03616765024,1.03616765024,-3.47942463513,-0.731039835429,-0.651890657679,4.18497809878
2016/12/23 11:30,-3.36122876859,-3.36122876859,-3.36122876859,-3.36122876859,-7.82546183587,-7.82546183587,-7.82546183587,-7.82546183587,-7.82546183587,-7.82546183587,-7.82546183587,-7.82546183587,-7.82546183587,-7.82546183587,-7.82546183587,-7.82546183587,-5.59073714121,-5.59073714121,-5.59073714121,-5.59073714121,5.72121607446,5.72121607446,5.72121607446,5.72121607446,5.72121607446,5.72121607446,5.72121607446,-3.61265943177,-3.61265943177,4.328213666,4.328213666,4.328213666,-3.46188984306,-1.17284879791,-1.0066055945,2.36524626723
2016/12/23 11:40,-4.41913211748,-4.41913211748,-4.41913211748,-4.41913211748,-9.25948452846,-9.25948452846,-9.25948452846,-9.25948452846,-9.25948452846,-9.25948452846,-9.25948452846,-9.25948452846,-9.25948452846,-9.25948452846,-9.25948452846,-9.25948452846,-5.26667159234,-5.26667159234,-5.26667159234,-5.26667159234,5.46132415493,5.46132415493,5.46132415493,5.46132415493,5.46132415493,5.46132415493,5.46132415493,-3.34995560488,-3.34995560488,4.39870465548,4.39870465548,4.39870465548,-4.17510955181,-0.801412587387,-0.6372642097,2.82564370734
2016/12/23 11:50,-6.52211450109,-6.52211450109,-6.52211450109,-6.52211450109,-10.3587099951,-10.3587099951,-10.3587099951,-10.3587099951,-10.3587099951,-10.3587099951,-10.3587099951,-10.3587099951,-10.3587099951,-10.3587099951,-10.3587099951,-10.3587099951,-7.01196069149,-7.01196069149,-7.01196069149,-7.01196069149,6.25696603379,6.25696603379,6.25696603379,6.25696603379,6.25696603379,6.25696603379,6.25696603379,-3.96711048666,-3.96711048666,1.75765272137,1.75765272137,1.75765272137,-5.00918991606,-0.66381635781,-0.498289855381,0.633114443316
2016/12/23 12:00,-2.00735259193,-2.00735259193,-2.00735259193,-2.00735259193,-9.40964900009,-9.40964900009,-9.40964900009,-9.40964900009,-9.40964900009,-9.40964900009,-9.40964900009,-9.40964900009,-9.40964900009,-9.40964900009,-9.40964900009,-9.40964900009,-7.95781243995,-7.95781243995,-7.95781243995,-7.95781243995,6.22734223919,6.22734223919,6.22734223919,6.22734223919,6.22734223919,6.22734223919,6.22734223919,-3.4674835937,-3.4674835937,3.06771042902,3.06771042902,3.06771042902,-3.71626140867,-0.0349060939007,0.123466345689,-1.13263719868
2016/12/23 12:10,-2.38672106899,-2.38672106899,-2.38672106899,-2.38672106899,-9.4203654459,-9.4203654459,-9.4203654459,-9.4203654459,-9.4203654459,-9.4203654459,-9.4203654459,-9.4203654459,-9.4203654459,-9.4203654459,-9.4203654459,-9.4203654459,-6.80753847445,-6.80753847445,-6.80753847445,-6.80753847445,5.00509556638,5.00509556638,5.00509556638,5.00509556638,5.00509556638,5.00509556638,5.00509556638,-4.33346927634,-4.33346927634,2.79801390986,2.79801390986,2.79801390986,-5.57100762448,0.16454703316,0.336017363208,0.55011277365
2016/12/23 12:20,-2.23591686336,-2.23591686336,-2.23591686336,-2.23591686336,-10.0383825149,-10.0383825149,-10.0383825149,-10.0383825149,-10.0383825149,-10.0383825149,-10.0383825149,-10.0383825149,-10.0383825149,-10.0383825149,-10.0383825149,-10.0383825149,-7.24980548787,-7.24980548787,-7.24980548787,-7.24980548787,5.98359213984,5.98359213984,5.98359213984,5.98359213984,5.98359213984,5.98359213984,5.98359213984,-4.47412812835,-4.47412812835,0.827189468761,0.827189468761,0.827189468761,-4.5306282512,0.765034766523,0.875743072193,-1.64581611427
2016/12/23 12:30,-0.301657946807,-0.301657946807,-0.301657946807,-0.301657946807,-10.8222687688,-10.8222687688,-10.8222687688,-10.8222687688,-10.8222687688,-10.8222687688,-10.8222687688,-10.8222687688,-10.8222687688,-10.8222687688,-10.8222687688,-10.8222687688,-7.97964092327,-7.97964092327,-7.97964092327,-7.97964092327,5.5296890923,5.5296890923,5.5296890923,5.5296890923,5.5296890923,5.5296890923,5.5296890923,-4.67023045677,-4.67023045677,-0.00728198715129,-0.00728198715129,-0.00728198715129,-5.1325954636,0.29201463592,0.407542823161,3.4253235397
2016/12/23 12:40,-4.37786972195,-4.37786972195,-4.37786972195,-4.37786972195,-10.3478867892,-10.3478867892,-10.3478867892,-10.3478867892,-10.3478867892,-10.3478867892,-10.3478867892,-10.3478867892,-10.3478867892,-10.3478867892,-10.3478867892,-10.3478867892,-7.58277526203,-7.58277526203,-7.58277526203,-7.58277526203,5.04762243606,5.04762243606,5.04762243606,5.04762243606,5.04762243606,5.04762243606,5.04762243606,-4.2246696122,-4.2246696122,-0.0275772515328,-0.0275772515328,-0.0275772515328,-5.43838346906,0.517232052116,0.529280311864,5.85908082222
2016/12/23 12:50,-2.63667125999,-2.63667125999,-2.63667125999,-2.63667125999,-7.45616391672,-7.45616391672,-7.45616391672,-7.45616391672,-7.45616391672,-7.45616391672,-7.45616391672,-7.45616391672,-7.45616391672,-7.45616391672,-7.45616391672,-7.45616391672,-8.42018237036,-8.42018237036,-8.42018237036,-8.42018237036,5.07760753891,5.07760753891,5.07760753891,5.07760753891,5.07760753891,5.07760753891,5.07760753891,-2.85902853494,-2.85902853494,-0.619452727264,-0.619452727264,-0.619452727264,-3.20062065323,-0.181420899008,-0.182516581932,0.926960511918
2016/12/23 13:00,-6.97487074586,-6.97487074586,-6.97487074586,-6.97487074586,-7.92320606836,-7.92320606836,-7.92320606836,-7.92320606836,-7.92320606836,-7.92320606836,-7.92320606836,-7.92320606836,-7.92320606836,-7.92320606836,-7.92320606836,-7.92320606836,-7.05672722216,-7.05672722216,-7.05672722216,-7.05672722216,3.7161003209,3.7161003209,3.7161003209,3.7161003209,3.7161003209,3.7161003209,3.7161003209,-2.87792266432,-2.87792266432,1.30660038973,1.30660038973,1.30660038973,-4.33061344968,-0.923304688682,-0.82826211374,3.39120811305
2016/12/23 13:10,-4.58725868274,-4.58725868274,-4.58725868274,-4.58725868274,-6.52767986816,-6.52767986816,-6.52767986816,-6.52767986816,-6.52767986816,-6.52767986816,-6.52767986816,-6.52767986816,-6.52767986816,-6.52767986816,-6.52767986816,-6.52767986816,-6.60974916217,-6.60974916217,-6.60974916217,-6.60974916217,4.23649200124,4.23649200124,4.23649200124,4.23649200124,4.23649200124,4.23649200124,4.23649200124,-4.16586855569,-4.16586855569,-0.434458092866,-0.434458092866,-0.434458092866,-4.76884537939,-1.09685006722,-1.01427627902,5.65368650975
2016/12/23 13:20,-6.70015464709,-6.70015464709,-6.70015464709,-6.70015464709,-6.24124400323,-6.24124400323,-6.24124400323,-6.24124400323,-6.24124400323,-6.24124400323,-6.24124400323,-6.24124400323,-6.24124400323,-6.24124400323,-6.24124400323,-6.24124400323,-7.95322116999,-7.95322116999,-7.95322116999,-7.95322116999,3.30911636396,3.30911636396,3.30911636396,3.30911636396,3.30911636396,3.30911636396,3.30911636396,-4.33816439209,-4.33816439209,-0.133505806037,-0.133505806037,-0.133505806037,-4.87545118129,-0.839653198716,-0.774525790492,4.54194465493
2016/12/23 13:30,-3.76860049099,-3.76860049099,-3.76860049099,-3.76860049099,-6.8878317751,-6.8878317751,-6.8878317751,-6.8878317751,-6.8878317751,-6.8878317751,-6.8878317751,-6.8878317751,-6.8878317751,-6.8878317751,-6.8878317751,-6.8878317751,-6.66931734911,-6.66931734911,-6.66931734911,-6.66931734911,4.12251809706,4.12251809706,4.12251809706,4.12251809706,4.12251809706,4.12251809706,4.12251809706,-4.61152859753,-4.61152859753,-0.639523005949,-0.639523005949,-0.639523005949,-5.23689445643,-0.650808082697,-0.611291609329,3.70582720023
2016/12/23 13:40,-6.3174039696,-6.3174039696,-6.3174039696,-6.3174039696,-7.1998648059,-7.1998648059,-7.1998648059,-7.1998648059,-7.1998648059,-7.1998648059,-7.1998648059,-7.1998648059,-7.1998648059,-7.1998648059,-7.1998648059,-7.1998648059,-7.36326847148,-7.36326847148,-7.36326847148,-7.36326847148,3.33514347358,3.33514347358,3.33514347358,3.33514347358,3.33514347358,3.33514347358,3.33514347358,-5.90261584141,-5.90261584141,-0.990150027123,-0.990150027123,-0.990150027123,-5.89462735994,0.389119785368,0.462163786073,4.92586103479
2016/12/23 13:50,-3.38089416007,-3.38089416007,-3.38089416007,-3.38089416007,-7.0703634178,-7.0703634178,-7.0703634178,-7.0703634178,-7.0703634178,-7.0703634178,-7.0703634178,-7.0703634178,-7.0703634178,-7.0703634178,-7.0703634178,-7.0703634178,-8.11553302995,-8.11553302995,-8.11553302995,-8.11553302995,5.04975937898,5.04975937898,5.04975937898,5.04975937898,5.04975937898,5.04975937898,5.04975937898,-4.47317430295,-4.47317430295,0.213365239111,0.213365239111,0.213365239111,-5.46663500288,0.804323830374,0.806550951517,4.81338836648
2016/12/23 14:00,-7.80212308958,-7.80212308958,-7.80212308958,-7.80212308958,-8.01958161454,-8.01958161454,-8.01958161454,-8.01958161454,-8.01958161454,-8.01958161454,-8.01958161454,-8.01958161454,-8.01958161454,-8.01958161454,-8.01958161454,-8.01958161454,-5.05702918791,-5.05702918791,-5.05702918791,-5.05702918791,4.48300164624,4.48300164624,4.48300164624,4.48300164624,4.48300164624,4.48300164624,4.48300164624,-4.74209709876,-4.74209709876,-0.14968413539,-0.14968413539,-0.14968413539,-4.38563829848,0.156382742326,0.109111984542,3.46486794343
2016/12/23 14:10,-3.57060811821,-3.57060811821,-3.57060811821,-3.57060811821,-6.29460984037,-6.29460984037,-6.29460984037,-6.29460984037,-6.29460984037,-6.29460984037,-6.29460984037,-6.29460984037,-6.29460984037,-6.29460984037,-6.29460984037,-6.29460984037,-6.31850651003,-6.31850651003,-6.31850651003,-6.31850651003,5.60088154997,5.60088154997,5.60088154997,5.60088154997,5.60088154997,5.60088154997,5.60088154997,-6.21423941145,-6.21423941145,-0.318020739779,-0.318020739779,-0.318020739779,-5.89520254537,-0.171968388229,-0.288393025287,4.15219297341
2016/12/23 14:20,-5.50611639836,-5.50611639836,-5.50611639836,-5.50611639836,-7.36112615374,-7.36112615374,-7.36112615374,-7.36112615374,-7.36112615374,-7.36112615374,-7.36112615374,-7.36112615374,-7.36112615374,-7.36112615374,-7.36112615374,-7.36112615374,-5.94773549808,-5.94773549808,-5.94773549808,-5.94773549808,4.6544296535,4.6544296535,4.6544296535,4.6544296535,4.6544296535,4.6544296535,4.6544296535,-6.54388603667,-6.54388603667,0.142904273287,0.142904273287,0.142904273287,-6.24846075713,0.112402680346,0.0429976337691,3.56732492359
2016/12/23 14:30,-5.80027131854,-5.80027131854,-5.80027131854,-5.80027131854,-6.17043912918,-6.17043912918,-6.17043912918,-6.17043912918,-6.17043912918,-6.17043912918,-6.17043912918,-6.17043912918,-6.17043912918,-6.17043912918,-6.17043912918,-6.17043912918,1.67141759895,1.67141759895,1.67141759895,1.67141759895,5.87903902758,5.87903902758,5.87903902758,5.87903902758,5.87903902758,5.87903902758,5.87903902758,-5.22000197077,-5.22000197077,0.329562411995,0.329562411995,0.329562411995,-4.85513031048,-0.641337885268,-0.732103757458,4.72666880014
2016/12/23 14:40,-2.98903890947,-2.98903890947,-2.98903890947,-2.98903890947,-4.3510085852,-4.3510085852,-4.3510085852,-4.3510085852,-4.3510085852,-4.3510085852,-4.3510085852,-4.3510085852,-4.3510085852,-4.3510085852,-4.3510085852,-4.3510085852,14.2790550155,14.2790550155,14.2790550155,14.2790550155,3.91902968589,3.91902968589,3.91902968589,3.91902968589,3.91902968589,3.91902968589,3.91902968589,-7.13856384921,-7.13856384921,-0.0876268466844,-0.0876268466844,-0.0876268466844,-5.8988412061,-0.967819705264,-1.07497792896,3.80253083457
2016/12/23 14:50,-4.54867443934,-4.54867443934,-4.54867443934,-4.54867443934,-4.27038192249,-4.27038192249,-4.27038192249,-4.27038192249,-4.27038192249,-4.27038192249,-4.27038192249,-4.27038192249,-4.27038192249,-4.27038192249,-4.27038192249,-4.27038192249,9.13521575444,9.13521575444,9.13521575444,9.13521575444,4.73744282927,4.73744282927,4.73744282927,4.73744282927,4.73744282927,4.73744282927,4.73744282927,-6.28371262368,-6.28371262368,-0.343411390482,-0.343411390482,-0.343411390482,-6.26771870363,-0.786602051597,-0.809014922475,5.83913321883
2016/12/23 15:00,-10.215005941,-10.215005941,-10.215005941,-10.215005941,-4.68005946886,-4.68005946886,-4.68005946886,-4.68005946886,-4.68005946886,-4.68005946886,-4.68005946886,-4.68005946886,-4.68005946886,-4.68005946886,-4.68005946886,-4.68005946886,-0.46137150191,-0.46137150191,-0.46137150191,-0.46137150191,4.84202404059,4.84202404059,4.84202404059,4.84202404059,4.84202404059,4.84202404059,4.84202404059,-5.31520142184,-5.31520142184,0.295818605631,0.295818605631,0.295818605631,-5.33271369972,-1.21349557667,-1.23654715207,3.80606201823
2016/12/23 15:10,-8.07921394293,-8.07921394293,-8.07921394293,-8.07921394293,-3.15900962496,-3.15900962496,-3.15900962496,-3.15900962496,-3.15900962496,-3.15900962496,-3.15900962496,-3.15900962496,-3.15900962496,-3.15900962496,-3.15900962496,-3.15900962496,1.26131607233,1.26131607233,1.26131607233,1.26131607233,2.97063242717,2.97063242717,2.97063242717,2.97063242717,2.97063242717,2.97063242717,2.97063242717,-7.65220958254,-7.65220958254,-0.0875925618212,-0.0875925618212,-0.0875925618212,-7.07149249816,-1.13337761487,-1.25473240126,4.59075504521
2016/12/23 15:20,-9.47688800196,-9.47688800196,-9.47688800196,-9.47688800196,-2.65475938859,-2.65475938859,-2.65475938859,-2.65475938859,-2.65475938859,-2.65475938859,-2.65475938859,-2.65475938859,-2.65475938859,-2.65475938859,-2.65475938859,-2.65475938859,-0.825341117434,-0.825341117434,-0.825341117434,-0.825341117434,4.0512723413,4.0512723413,4.0512723413,4.0512723413,4.0512723413,4.0512723413,4.0512723413,-7.06260444983,-7.06260444983,-0.0267449530775,-0.0267449530775,-0.0267449530775,-7.53727449714,-1.43302439973,-1.57967023372,4.70374881762
2016/12/23 15:30,-9.7621199535,-9.7621199535,-9.7621199535,-9.7621199535,-4.32218305909,-4.32218305909,-4.32218305909,-4.32218305909,-4.32218305909,-4.32218305909,-4.32218305909,-4.32218305909,-4.32218305909,-4.32218305909,-4.32218305909,-4.32218305909,-2.22582322589,-2.22582322589,-2.22582322589,-2.22582322589,5.64209309646,5.64209309646,5.64209309646,5.64209309646,5.64209309646,5.64209309646,5.64209309646,-5.46263797811,-5.46263797811,-0.481120217808,-0.481120217808,-0.481120217808,-6.19881621683,-0.585655488089,-0.677629478824,5.57588618356
2016/12/23 15:40,-13.4001222204,-13.4001222204,-13.4001222204,-13.4001222204,-4.00882462045,-4.00882462045,-4.00882462045,-4.00882462045,-4.00882462045,-4.00882462045,-4.00882462045,-4.00882462045,-4.00882462045,-4.00882462045,-4.00882462045,-4.00882462045,-2.86123185561,-2.86123185561,-2.86123185561,-2.86123185561,3.96685032458,3.96685032458,3.96685032458,3.96685032458,3.96685032458,3.96685032458,3.96685032458,-7.47021462777,-7.47021462777,-0.448290125551,-0.448290125551,-0.448290125551,-7.44432578969,-1.45993881885,-1.4917564762,4.95626964178
2016/12/23 15:50,-12.7753641703,-12.7753641703,-12.7753641703,-12.7753641703,-3.63131318239,-3.63131318239,-3.63131318239,-3.63131318239,-3.63131318239,-3.63131318239,-3.63131318239,-3.63131318239,-3.63131318239,-3.63131318239,-3.63131318239,-3.63131318239,-4.88642941478,-4.88642941478,-4.88642941478,-4.88642941478,5.69936782034,5.69936782034,5.69936782034,5.69936782034,5.69936782034,5.69936782034,5.69936782034,-8.64866776662,-8.64866776662,-0.317540208196,-0.317540208196,-0.317540208196,-7.58980169142,-1.96964254317,-1.991772372,5.95068912007
2016/12/23 16:00,-9.19475805445,-9.19475805445,-9.19475805445,-9.19475805445,-3.33096299688,-3.33096299688,-3.33096299688,-3.33096299688,-3.33096299688,-3.33096299688,-3.33096299688,-3.33096299688,-3.33096299688,-3.33096299688,-3.33096299688,-3.33096299688,-5.26614492239,-5.26614492239,-5.26614492239,-5.26614492239,6.21193967537,6.21193967537,6.21193967537,6.21193967537,6.21193967537,6.21193967537,6.21193967537,-7.35915819145,-7.35915819145,0.146472662948,0.146472662948,0.146472662948,-7.29848822449,-2.35461948555,-2.40989487613,5.73985975619
2016/12/23 16:10,-12.0018098479,-12.0018098479,-12.0018098479,-12.0018098479,-3.11034889744,-3.11034889744,-3.11034889744,-3.11034889744,-3.11034889744,-3.11034889744,-3.11034889744,-3.11034889744,-3.11034889744,-3.11034889744,-3.11034889744,-3.11034889744,-5.49204587434,-5.49204587434,-5.49204587434,-5.49204587434,3.75060889758,3.75060889758,3.75060889758,3.75060889758,3.75060889758,3.75060889758,3.75060889758,-6.20783773803,-6.20783773803,-0.449024586553,-0.449024586553,-0.449024586553,-6.27453110858,-2.01583819888,-1.95732557846,6.15453234432
2016/12/23 16:20,-9.51809658209,-9.51809658209,-9.51809658209,-9.51809658209,-2.41009113381,-2.41009113381,-2.41009113381,-2.41009113381,-2.41009113381,-2.41009113381,-2.41009113381,-2.41009113381,-2.41009113381,-2.41009113381,-2.41009113381,-2.41009113381,-7.15508771372,-7.15508771372,-7.15508771372,-7.15508771372,3.62881336724,3.62881336724,3.62881336724,3.62881336724,3.62881336724,3.62881336724,3.62881336724,-6.40221422882,-6.40221422882,0.654829823835,0.654829823835,0.654829823835,-6.9221111618,-1.76034166186,-1.7909831897,6.30039360255
2016/12/23 16:30,-6.49451776882,-6.49451776882,-6.49451776882,-6.49451776882,-2.19888976976,-2.19888976976,-2.19888976976,-2.19888976976,-2.19888976976,-2.19888976976,-2.19888976976,-2.19888976976,-2.19888976976,-2.19888976976,-2.19888976976,-2.19888976976,-7.73072724518,-7.73072724518,-7.73072724518,-7.73072724518,4.36327346981,4.36327346981,4.36327346981,4.36327346981,4.36327346981,4.36327346981,4.36327346981,-5.65753983866,-5.65753983866,-0.304289217598,-0.304289217598,-0.304289217598,-6.09024723126,-1.54961209023,-1.60267675919,9.96966961665
2016/12/23 16:40,-7.36564992828,-7.36564992828,-7.36564992828,-7.36564992828,-0.785876574629,-0.785876574629,-0.785876574629,-0.785876574629,-0.785876574629,-0.785876574629,-0.785876574629,-0.785876574629,-0.785876574629,-0.785876574629,-0.785876574629,-0.785876574629,-9.58330023651,-9.58330023651,-9.58330023651,-9.58330023651,4.10154580151,4.10154580151,4.10154580151,4.10154580151,4.10154580151,4.10154580151,4.10154580151,-5.13473410128,-5.13473410128,-0.666585404391,-0.666585404391,-0.666585404391,-5.6800070533,-1.81269907692,-1.86681007226,6.34034261404
2016/12/23 16:50,-7.16275417856,-7.16275417856,-7.16275417856,-7.16275417856,-1.63876455271,-1.63876455271,-1.63876455271,-1.63876455271,-1.63876455271,-1.63876455271,-1.63876455271,-1.63876455271,-1.63876455271,-1.63876455271,-1.63876455271,-1.63876455271,-10.0675948959,-10.0675948959,-10.0675948959,-10.0675948959,5.04664557631,5.04664557631,5.04664557631,5.04664557631,5.04664557631,5.04664557631,5.04664557631,-5.90380543587,-5.90380543587,-1.43984491537,-1.43984491537,-1.43984491537,-5.86493826467,-1.78607301863,-1.82452130667,6.05688132684
2016/12/23 17:00,-12.6822115324,-12.6822115324,-12.6822115324,-12.6822115324,-3.00365707066,-3.00365707066,-3.00365707066,-3.00365707066,-3.00365707066,-3.00365707066,-3.00365707066,-3.00365707066,-3.00365707066,-3.00365707066,-3.00365707066,-3.00365707066,-9.97984824395,-9.97984824395,-9.97984824395,-9.97984824395,5.01857282545,5.01857282545,5.01857282545,5.01857282545,5.01857282545,5.01857282545,5.01857282545,-5.83485246695,-5.83485246695,-2.34443995492,-2.34443995492,-2.34443995492,-4.99291612182,-1.77133087454,-1.77220018528,7.19589152555
2016/12/23 17:10,-12.4816483082,-12.4816483082,-12.4816483082,-12.4816483082,0.245876478027,0.245876478027,0.245876478027,0.245876478027,0.245876478027,0.245876478027,0.245876478027,0.245876478027,0.245876478027,0.245876478027,0.245876478027,0.245876478027,-10.2177824017,-10.2177824017,-10.2177824017,-10.2177824017,3.88614059704,3.88614059704,3.88614059704,3.88614059704,3.88614059704,3.88614059704,3.88614059704,-6.85217495331,-6.85217495331,-1.7574979618,-1.7574979618,-1.7574979618,-6.10101977382,-2.16466713597,-2.20208451631,4.21976779724
2016/12/23 17:20,-6.34466567564,-6.34466567564,-6.34466567564,-6.34466567564,-0.542722417064,-0.542722417064,-0.542722417064,-0.542722417064,-0.542722417064,-0.542722417064,-0.542722417064,-0.542722417064,-0.542722417064,-0.542722417064,-0.542722417064,-0.542722417064,-7.52713730582,-7.52713730582,-7.52713730582,-7.52713730582,3.14641210659,3.14641210659,3.14641210659,3.14641210659,3.14641210659,3.14641210659,3.14641210659,-8.48193791638,-8.48193791638,-1.18425457598,-1.18425457598,-1.18425457598,-5.06221796905,-2.19001994993,-2.29489106166,4.29235733513
2016/12/23 17:30,-9.37467604459,-9.37467604459,-9.37467604459,-9.37467604459,0.811271626049,0.811271626049,0.811271626049,0.811271626049,0.811271626049,0.811271626049,0.811271626049,0.811271626049,0.811271626049,0.811271626049,0.811271626049,0.811271626049,-6.44376234737,-6.44376234737,-6.44376234737,-6.44376234737,3.77160508176,3.77160508176,3.77160508176,3.77160508176,3.77160508176,3.77160508176,3.77160508176,-9.18194762254,-9.18194762254,-2.23631555514,-2.23631555514,-2.23631555514,-4.05525996827,-2.16355704811,-2.28316308579,5.91288986477
2016/12/23 17:40,-9.43922716267,-9.43922716267,-9.43922716267,-9.43922716267,0.773286744359,0.773286744359,0.773286744359,0.773286744359,0.773286744359,0.773286744359,0.773286744359,0.773286744359,0.773286744359,0.773286744359,0.773286744359,0.773286744359,-3.93444684175,-3.93444684175,-3.93444684175,-3.93444684175,3.19861067254,3.19861067254,3.19861067254,3.19861067254,3.19861067254,3.19861067254,3.19861067254,-8.07914243841,-8.07914243841,-2.58752011944,-2.58752011944,-2.58752011944,-4.10149597586,-3.24767701652,-3.34297027763,6.44108456443
2016/12/23 17:50,-8.3853073964,-8.3853073964,-8.3853073964,-8.3853073964,0.831608724262,0.831608724262,0.831608724262,0.831608724262,0.831608724262,0.831608724262,0.831608724262,0.831608724262,0.831608724262,0.831608724262,0.831608724262,0.831608724262,-4.9865160852,-4.9865160852,-4.9865160852,-4.9865160852,4.08906661277,4.08906661277,4.08906661277,4.08906661277,4.08906661277,4.08906661277,4.08906661277,-8.25035301414,-8.25035301414,-2.29515152253,-2.29515152253,-2.29515152253,-4.18501949701,-2.40550217668,-2.57402223697,4.78497866485
2016/12/23 18:00,-10.5754455638,-10.5754455638,-10.5754455638,-10.5754455638,-1.03716472521,-1.03716472521,-1.03716472521,-1.03716472521,-1.03716472521,-1.03716472521,-1.03716472521,-1.03716472521,-1.03716472521,-1.03716472521,-1.03716472521,-1.03716472521,-4.41923887764,-4.41923887764,-4.41923887764,-4.41923887764,4.61115932195,4.61115932195,4.61115932195,4.61115932195,4.61115932195,4.61115932195,4.61115932195,-7.29251224079,-7.29251224079,-2.53357913346,-2.53357913346,-2.53357913346,-3.48433621724,-3.04072717468,-3.1568571677,5.07581445983
